Customer,State,Gender,Education,Customer_Lifetime_Value,Income,Monthly Premium Auto,Number_of_Open_Complaints,Policy_Type,Vehicle_Class,Total_Claim_Amount
FO35655,Oregon,Male,Bachelors,867222.0,0.0,245.0,1/0/00,Corporate Auto,Luxury SUV,2345.0
HR10526,California,Male,Masters,804473.0,44320.0,67.0,1/0/00,Personal Auto,Four-Door Car,321.0
IA63417,Arizona,Female,High School or Below,400151.0,19782.0,108.0,1/0/00,Personal Auto,Two-Door Car,773.0
BH35016,Nevada,Female,Bachelors,1670611.0,63933.0,70.0,1/0/00,Personal Auto,Two-Door Car,424.0
PK52952,Arizona,Male,Doctorate,854441.0,28224.0,109.0,1/0/00,Personal Auto,SUV,523.0
OD76309,Washington,Female,High School or Below,780531.0,21073.0,106.0,1/1/00,Personal Auto,SUV,508.0
IL28481,Oregon,Male,Bachelors,611275.0,63243.0,77.0,1/0/00,Personal Auto,Four-Door Car,364.0
GY55092,Nevada,Male,High School or Below,477294.0,20993.0,133.0,1/0/00,Personal Auto,SUV,638.0
UF33451,Oregon,Female,Bachelors,1097909.0,94827.0,135.0,1/0/00,Personal Auto,SUV,354.0
CF15558,California,Female,Masters,500426.0,39161.0,63.0,1/1/00,Personal Auto,Two-Door Car,283.0
JM62924,Washington,Male,Bachelors,1322304.0,37534.0,84.0,1/2/00,Personal Auto,Four-Door Car,403.0
EM66435,Oregon,Female,Bachelors,262331.0,80210.0,65.0,1/0/00,Corporate Auto,Four-Door Car,20.0
QX45933,California,Male,Bachelors,1784019.0,0.0,62.0,1/0/00,Personal Auto,Four-Door Car,385.0
JI71369,California,Female,High School or Below,510611.0,30110.0,64.0,1/0/00,Personal Auto,Four-Door Car,140.0
JU93290,Arizona,Female,High School or Below,1793060.0,21708.0,68.0,1/0/00,Personal Auto,Four-Door Car,326.0
GU66096,Arizona,Male,High School or Below,545734.0,94731.0,67.0,1/0/00,Personal Auto,Four-Door Car,321.0
UC33108,California,Male,Bachelors,656364.0,32375.0,83.0,1/0/00,Personal Auto,Four-Door Car,398.0
LW93867,Oregon,Male,High School or Below,481252.0,16531.0,63.0,1/0/00,Corporate Auto,Four-Door Car,102.0
OU78470,Arizona,Female,Masters,2932804.0,32006.0,94.0,1/0/00,Corporate Auto,Four-Door Car,56.0
XW90265,Arizona,Female,Bachelors,577352.0,81676.0,72.0,1/0/00,Personal Auto,Two-Door Car,463.0
HS67749,California,Male,High School or Below,684711.0,71038.0,86.0,1/0/00,Corporate Auto,Four-Door Car,205.0
VZ51506,Arizona,Female,High School or Below,359531.0,0.0,103.0,1/0/00,Corporate Auto,Sports Car,741.0
UI64281,Nevada,Female,Masters,2285561.0,20832.0,65.0,1/0/00,Personal Auto,Two-Door Car,56.0
AE98193,Washington,Male,High School or Below,785941.0,0.0,113.0,1/0/00,Personal Auto,SUV,813.0
AZ74055,Oregon,Male,High School or Below,411557.0,52405.0,103.0,1/0/00,Personal Auto,Four-Door Car,494.0
XS76911,Arizona,Female,High School or Below,502963.0,0.0,133.0,1/0/00,Personal Auto,Sports Car,795.0
AY40674,Washington,Female,Bachelors,482141.0,26583.0,1005.0,1/4/00,Personal Auto,SUV,614.0
NA12740,Oregon,Male,Masters,500431.0,25486.0,65.0,1/0/00,Special Auto,Two-Door Car,72.0
UA84837,Arizona,Male,High School or Below,863005.0,24065.0,111.0,1/0/00,Corporate Auto,Four-Door Car,532.0
DJ51510,Arizona,Female,High School or Below,932208.0,70435.0,116.0,1/0/00,Personal Auto,Four-Door Car,67.0
VM58985,California,Male,High School or Below,1672756.0,0.0,76.0,1/2/00,Personal Auto,Two-Door Car,402.0
OH60605,Oregon,Female,High School or Below,365253.0,39679.0,92.0,1/0/00,Personal Auto,Two-Door Car,641.0
UO98052,Nevada,Male,High School or Below,615860.0,0.0,89.0,1/0/00,Personal Auto,Four-Door Car,342.0
NC53424,California,Male,Bachelors,437608.0,0.0,69.0,1/4/00,Personal Auto,Two-Door Car,331.0
LQ13873,Nevada,Male,High School or Below,556945.0,53565.0,71.0,1/1/00,Personal Auto,Four-Door Car,340.0
LA97014,Washington,Male,Bachelors,257651.0,37574.0,66.0,1/1/00,Personal Auto,Two-Door Car,412.0
NB79936,Washington,Male,Bachelors,834698.0,48259.0,108.0,1/0/00,Personal Auto,Two-Door Car,73.0
NT89061,Arizona,Female,High School or Below,632392.0,78532.0,78.0,1/0/00,Personal Auto,Four-Door Car,374.0
AF10970,Arizona,Female,Bachelors,597314.0,96163.0,73.0,1/0/00,Corporate Auto,Four-Door Car,350.0
ZG48513,California,Male,Bachelors,470667.0,0.0,72.0,1/0/00,Personal Auto,Four-Door Car,345.0
JQ59145,California,U,High School or Below,809341.0,0.0,114.0,1/1/00,Personal Auto,Sports Car,722.0
FE84989,Washington,U,High School or Below,503574.0,72672.0,63.0,1/0/00,Personal Auto,Four-Door Car,259.0
JT52858,Oregon,Female,Bachelors,902786.0,99002.0,112.0,1/1/00,Personal Auto,Four-Door Car,537.0
MC62068,California,U,High School or Below,728888.0,79494.0,91.0,1/0/00,Personal Auto,Four-Door Car,396.0
EU27538,Oregon,U,Masters,1804247.0,35704.0,225.0,1/0/00,Personal Auto,Luxury Car,358.0
RH42306,Arizona,Female,Bachelors,499206.0,0.0,71.0,1/0/00,Corporate Auto,Four-Door Car,653.0
US23612,Oregon,Female,High School or Below,910226.0,26049.0,118.0,1/0/00,Personal Auto,Two-Door Car,121.0
WV76014,Arizona,U,Doctorate,254040.0,70125.0,64.0,1/0/00,Special Auto,Four-Door Car,92.0
RK96223,California,U,High School or Below,1294189.0,52369.0,110.0,1/1/00,Personal Auto,SUV,528.0
MF82000,Washington,U,Bachelors,236534.0,0.0,66.0,1/2/00,Special Auto,Four-Door Car,159.0
FM46980,Arizona,U,High School or Below,572076.0,41770.0,72.0,1/0/00,Personal Auto,Four-Door Car,476.0
SY56792,Oregon,U,High School or Below,703553.0,0.0,101.0,1/0/00,Corporate Auto,Four-Door Car,727.0
RF61565,California,Male,High School or Below,263697.0,31911.0,67.0,1/0/00,Personal Auto,Four-Door Car,321.0
IM94808,Nevada,Male,Bachelors,539583.0,70051.0,68.0,1/0/00,Corporate Auto,Four-Door Car,42.0
VI14730,Oregon,Male,High School or Below,838263.0,19683.0,117.0,1/1/00,Personal Auto,Sports Car,561.0
YR34119,Washington,Female,High School or Below,3116174.0,30916.0,112.0,1/0/00,Personal Auto,SUV,200.0
RR77985,Oregon,Female,Bachelors,288774.0,0.0,80.0,1/0/00,Personal Auto,Four-Door Car,676.0
QD28391,Washington,Male,High School or Below,742584.0,84302.0,62.0,1/0/00,Personal Auto,Four-Door Car,76.0
WV17090,California,Male,Bachelors,2558572.0,0.0,116.0,1/0/00,Corporate Auto,SUV,830.0
TM23514,Oregon,Male,High School or Below,1027260.0,60145.0,132.0,1/0/00,Personal Auto,SUV,580.0
MQ68407,Oregon,Female,Bachelors,437636.0,63774.0,111.0,1/0/00,Personal Auto,Four-Door Car,60.0
GJ59592,California,Female,Bachelors,531889.0,25134.0,67.0,1/0/00,Corporate Auto,Four-Door Car,321.0
FY56083,Oregon,Male,Bachelors,471976.0,37057.0,61.0,1/1/00,Personal Auto,Four-Door Car,47.0
UA94723,Oregon,Female,High School or Below,442803.0,58577.0,110.0,1/0/00,Personal Auto,SUV,303.0
FW91032,California,Male,High School or Below,587917.0,85857.0,73.0,1/0/00,Corporate Auto,Four-Door Car,100.0
DE34457,Oregon,Female,Doctorate,941690.0,70602.0,116.0,1/0/00,Personal Auto,SUV,481.0
HD32044,Oregon,Female,Masters,828815.0,33816.0,106.0,1/2/00,Corporate Auto,Four-Door Car,508.0
HH30454,Oregon,Male,Bachelors,3265483.0,0.0,153.0,1/0/00,Personal Auto,SUV,1101.0
AH84063,Oregon,Female,High School or Below,471945.0,89642.0,121.0,1/4/00,Corporate Auto,SUV,86.0
QA17596,California,Female,Bachelors,390347.0,60068.0,98.0,1/0/00,Personal Auto,Two-Door Car,470.0
XI41052,California,Female,Bachelors,545725.0,50044.0,139.0,1/0/00,Personal Auto,SUV,667.0
DI30528,California,Female,Masters,272535.0,36650.0,69.0,1/1/00,Personal Auto,Four-Door Car,56.0
SC66359,Arizona,Female,High School or Below,443397.0,50653.0,110.0,1/0/00,Corporate Auto,SUV,262.0
EN61670,Arizona,Female,Doctorate,533246.0,68931.0,66.0,1/0/00,Personal Auto,Four-Door Car,309.0
DQ10761,Oregon,Male,Bachelors,231509.0,0.0,73.0,1/1/00,Corporate Auto,Four-Door Car,350.0
BQ51587,California,Female,High School or Below,541195.0,0.0,73.0,1/0/00,Personal Auto,Four-Door Car,365.0
JE21522,California,Male,Bachelors,958733.0,39266.0,80.0,1/0/00,Personal Auto,Four-Door Car,384.0
WS47147,California,Male,High School or Below,2210350.0,0.0,102.0,1/0/00,Personal Auto,SUV,489.0
ZA64638,Nevada,Female,High School or Below,976494.0,0.0,98.0,1/1/00,Personal Auto,Four-Door Car,705.0
EW38459,Nevada,Female,Bachelors,256715.0,40864.0,65.0,1/0/00,Corporate Auto,Four-Door Car,9.0
QW87316,Oregon,Female,High School or Below,265062.0,39035.0,68.0,1/0/00,Personal Auto,Four-Door Car,244.0
IC43478,California,Male,Bachelors,1126436.0,34923.0,98.0,1/0/00,Personal Auto,Two-Door Car,639.0
TE34064,California,Male,High School or Below,216852.0,0.0,63.0,1/0/00,Personal Auto,Four-Door Car,453.0
WU60905,California,Female,High School or Below,861066.0,0.0,111.0,1/0/00,Corporate Auto,SUV,532.0
YM18992,California,Female,High School or Below,283464.0,24506.0,71.0,1/0/00,Personal Auto,Two-Door Car,511.0
PD55753,Oregon,Male,High School or Below,893013.0,0.0,82.0,1/0/00,Personal Auto,Four-Door Car,554.0
KU56006,Arizona,Female,High School or Below,553638.0,52220.0,70.0,1/1/00,Personal Auto,Four-Door Car,336.0
MJ69973,Arizona,Male,High School or Below,284085.0,0.0,74.0,1/0/00,Personal Auto,Two-Door Car,402.0
TW43626,California,Male,High School or Below,808288.0,53554.0,67.0,1/0/00,Personal Auto,Four-Door Car,327.0
XX84133,California,Male,Bachelors,525473.0,34476.0,67.0,1/1/00,Corporate Auto,Four-Door Car,5.0
ZW84453,Arizona,Female,Bachelors,511623.0,0.0,70.0,1/0/00,Personal Auto,Four-Door Car,131.0
HO29524,California,Male,High School or Below,303464.0,68205.0,76.0,1/0/00,Personal Auto,Two-Door Car,99.0
VE89726,California,U,High School or Below,802489.0,0.0,119.0,1/1/00,Personal Auto,SUV,856.0
GE87503,California,Male,High School or Below,1821114.0,53690.0,154.0,1/0/00,Personal Auto,SUV,739.0
PX90263,Oregon,Male,High School or Below,512156.0,0.0,72.0,1/0/00,Personal Auto,Four-Door Car,518.0
NI17718,California,U,High School or Below,215017.0,0.0,61.0,1/0/00,Personal Auto,Four-Door Car,292.0
FY32213,California,U,High School or Below,559538.0,74454.0,71.0,1/0/00,Personal Auto,Four-Door Car,340.0
RZ13254,Nevada,U,Bachelors,756282.0,0.0,73.0,1/0/00,Personal Auto,Four-Door Car,350.0
GN45013,Oregon,Male,High School or Below,538585.0,29664.0,71.0,1/0/00,Personal Auto,Four-Door Car,340.0
NM39588,Washington,Female,Doctorate,267805.0,72450.0,66.0,1/0/00,Corporate Auto,Four-Door Car,84.0
KU84464,Nevada,U,Bachelors,942256.0,47272.0,79.0,1/3/00,Personal Auto,Four-Door Car,64.0
YH43527,Oregon,U,High School or Below,360586.0,21585.0,92.0,1/0/00,Corporate Auto,Four-Door Car,441.0
RO30676,California,U,High School or Below,776259.0,23827.0,106.0,1/2/00,Personal Auto,Four-Door Car,37.0
QL59704,Arizona,U,High School or Below,2344490.0,69906.0,74.0,1/2/00,Corporate Auto,Four-Door Car,202.0
QH19450,California,U,High School or Below,255817.0,0.0,72.0,1/0/00,Corporate Auto,Four-Door Car,345.0
SA54664,Washington,Male,Masters,265438.0,73196.0,66.0,1/1/00,Personal Auto,Four-Door Car,85.0
CI38330,Washington,Male,Bachelors,254978.0,72217.0,6464.0,1/0/00,Personal Auto,Four-Door Car,91.0
WB38524,California,Male,High School or Below,296959.0,46131.0,74.0,1/0/00,Personal Auto,Two-Door Car,355.0
CE56187,Oregon,U,Masters,436312.0,54514.0,109.0,1/3/00,Personal Auto,SUV,286.0
JL19416,California,U,High School or Below,588430.0,0.0,161.0,1/0/00,Personal Auto,SUV,1159.0
JZ61422,Nevada,U,High School or Below,527219.0,96668.0,66.0,1/0/00,Personal Auto,Four-Door Car,316.0
LA13377,California,Male,Doctorate,550989.0,78879.0,69.0,1/1/00,Personal Auto,Four-Door Car,466.0
NC99948,Nevada,Male,High School or Below,1631368.0,0.0,69.0,1/0/00,Personal Auto,Four-Door Car,331.0
QD34785,Arizona,U,Bachelors,567805.0,0.0,76.0,1/0/00,Personal Auto,Four-Door Car,364.0
RO26085,California,U,Bachelors,1210120.0,0.0,112.0,1/0/00,Personal Auto,Sports Car,1252.0
ES57969,Oregon,Male,Bachelors,245357.0,29735.0,69.0,1/0/00,Personal Auto,Four-Door Car,331.0
JK55587,California,Male,High School or Below,507566.0,23082.0,65.0,1/0/00,Special Auto,Four-Door Car,312.0
RN97635,Arizona,Male,Bachelors,321497.0,53984.0,80.0,1/0/00,Corporate Auto,Four-Door Car,421.0
BI76326,California,U,High School or Below,1227534.0,52135.0,156.0,1/0/00,Personal Auto,SUV,430.0
JA34909,California,U,High School or Below,272221.0,17576.0,71.0,1/0/00,Corporate Auto,Four-Door Car,398.0
OJ90342,Oregon,U,Bachelors,245744.0,29486.0,62.0,1/0/00,Personal Auto,Four-Door Car,7.0
CM88932,Oregon,U,Masters,355484.0,58557.0,88.0,1/0/00,Corporate Auto,Four-Door Car,55.0
JJ97525,California,Male,Bachelors,492954.0,25632.0,63.0,1/0/00,Personal Auto,Two-Door Car,351.0
XV21647,California,U,High School or Below,803645.0,0.0,112.0,1/0/00,Personal Auto,Sports Car,806.0
MC83487,Arizona,Male,Bachelors,427691.0,18768.0,68.0,1/3/00,Corporate Auto,Four-Door Car,647.0
BL90769,California,U,Bachelors,3347334.0,33190.0,106.0,1/0/00,Personal Auto,SUV,508.0
CR57148,Oregon,U,Masters,596058.0,47945.0,74.0,1/0/00,Personal Auto,Two-Door Car,128.0
CP85232,Arizona,Male,High School or Below,4479546.0,58778.0,126.0,1/0/00,Special Auto,SUV,302.0
YL74732,California,U,High School or Below,383211.0,15192.0,100.0,1/0/00,Personal Auto,SUV,480.0
FG16766,California,U,Bachelors,683793.0,51859.0,171.0,1/0/00,Personal Auto,SUV,1003.0
NV55438,Nevada,U,High School or Below,528526.0,23422.0,72.0,1/0/00,Personal Auto,Two-Door Car,518.0
RM10880,California,U,High School or Below,309651.0,21604.0,79.0,1/0/00,Corporate Auto,Four-Door Car,379.0
GL56175,Arizona,Male,High School or Below,358971.0,79298.0,90.0,1/0/00,Personal Auto,Four-Door Car,244.0
UK52289,Arizona,U,Bachelors,258240.0,76731.0,64.0,1/0/00,Special Auto,Four-Door Car,201.0
OT85112,Washington,Male,High School or Below,340391.0,38460.0,88.0,1/1/00,Personal Auto,Four-Door Car,91.0
BC62782,Arizona,Female,High School or Below,1357567.0,48534.0,115.0,1/1/00,Personal Auto,SUV,552.0
TI19722,Washington,Male,Doctorate,343613.0,30817.0,88.0,1/0/00,Corporate Auto,Four-Door Car,91.0
JP30654,Oregon,Female,High School or Below,2868582.0,48412.0,104.0,1/0/00,Personal Auto,SUV,707.0
UM45563,Washington,Male,Bachelors,450267.0,68798.0,114.0,1/0/00,Personal Auto,SUV,92.0
EN60878,Oregon,Male,Bachelors,618311.0,23712.0,85.0,1/0/00,Personal Auto,Four-Door Car,376.0
JF36291,California,Male,High School or Below,387364.0,28142.0,105.0,1/0/00,Personal Auto,Sports Car,701.0
BK59444,California,Female,Masters,1892933.0,72196.0,68.0,1/0/00,Personal Auto,Four-Door Car,152.0
MK70700,California,Male,Masters,555329.0,68197.0,69.0,1/0/00,Personal Auto,Four-Door Car,176.0
IW71076,California,Male,Bachelors,501125.0,75248.0,63.0,1/0/00,Corporate Auto,Four-Door Car,104.0
AP98768,California,Female,High School or Below,1044244.0,0.0,98.0,1/0/00,Personal Auto,Four-Door Car,941.0
OM24164,Nevada,Male,Bachelors,219961.0,0.0,65.0,1/1/00,Personal Auto,Two-Door Car,468.0
HR85211,Washington,U,Masters,512317.0,89879.0,63.0,1/0/00,Personal Auto,Two-Door Car,94.0
VC87846,Oregon,Male,High School or Below,748431.0,46998.0,96.0,1/0/00,Corporate Auto,Four-Door Car,460.0
ZM92052,Oregon,Male,Bachelors,261302.0,57099.0,67.0,1/0/00,Personal Auto,Two-Door Car,67.0
ON73702,Arizona,Female,Bachelors,908063.0,33897.0,114.0,1/0/00,Corporate Auto,SUV,539.0
QQ90441,Nevada,Female,High School or Below,1377097.0,59207.0,116.0,1/0/00,Personal Auto,Four-Door Car,556.0
HU35721,Oregon,Male,High School or Below,287682.0,40171.0,73.0,1/0/00,Personal Auto,Four-Door Car,350.0
YP47665,Washington,Male,Doctorate,540891.0,80192.0,67.0,1/0/00,Personal Auto,Four-Door Car,95.0
FU99476,Washington,Male,High School or Below,677030.0,74422.0,85.0,1/1/00,Personal Auto,Four-Door Car,95.0
AG85615,Oregon,Male,High School or Below,2414387.0,0.0,87.0,1/0/00,Special Auto,Four-Door Car,626.0
OY74069,Arizona,Female,High School or Below,353805.0,0.0,67.0,1/5/00,Personal Auto,Four-Door Car,321.0
DJ91267,Nevada,Female,Bachelors,2909123.0,34226.0,244.0,1/0/00,Personal Auto,Luxury SUV,494.0
KB72438,California,Female,High School or Below,1983420.0,65989.0,123.0,1/1/00,Personal Auto,SUV,115.0
TR67616,Oregon,Male,High School or Below,473136.0,30686.0,61.0,1/0/00,Corporate Auto,Four-Door Car,19.0
GF65731,California,Female,Masters,3553784.0,0.0,113.0,1/0/00,Personal Auto,Sports Car,799.0
HB67642,Arizona,Female,High School or Below,3461137.0,20090.0,109.0,1/0/00,Personal Auto,Sports Car,523.0
DP84567,California,Male,High School or Below,2021630.0,0.0,183.0,1/0/00,Personal Auto,Luxury SUV,878.0
VV77534,Oregon,Male,High School or Below,1397651.0,77094.0,176.0,1/0/00,Personal Auto,SUV,444.0
GL67540,California,Female,High School or Below,590408.0,97413.0,73.0,1/0/00,Personal Auto,Four-Door Car,268.0
SV50502,Oregon,Female,Masters,559583.0,79189.0,69.0,1/0/00,Corporate Auto,Four-Door Car,331.0
UK59698,California,Female,High School or Below,229430.0,0.0,62.0,1/0/00,Personal Auto,Two-Door Car,297.0
OA57352,Arizona,Female,High School or Below,627391.0,18577.0,86.0,1/0/00,Personal Auto,Four-Door Car,412.0
ZF84449,Oregon,Female,High School or Below,372672.0,0.0,112.0,1/1/00,Special Auto,Sports Car,806.0
AX86150,Washington,Male,High School or Below,265671.0,62777.0,67.0,1/0/00,Personal Auto,Two-Door Car,101.0
HG39060,Oregon,U,Bachelors,511068.0,0.0,74.0,1/0/00,Corporate Auto,Four-Door Car,532.0
EM29359,Nevada,U,High School or Below,712659.0,17483.0,183.0,1/0/00,Personal Auto,Luxury Car,1317.0
SF57173,Oregon,U,Masters,460163.0,84394.0,114.0,1/0/00,Personal Auto,SUV,691.0
OT47603,Oregon,U,High School or Below,915523.0,0.0,127.0,1/0/00,Personal Auto,Sports Car,804.0
SW31412,Oregon,Female,High School or Below,1480805.0,41440.0,62.0,1/1/00,Personal Auto,Four-Door Car,297.0
JS36322,Arizona,U,High School or Below,890167.0,0.0,136.0,1/1/00,Personal Auto,Sports Car,1090.0
RE81445,Oregon,Female,High School or Below,573459.0,98132.0,71.0,1/0/00,Personal Auto,Two-Door Car,50.0
RM24280,Oregon,Female,High School or Below,417769.0,0.0,112.0,1/0/00,Personal Auto,Four-Door Car,537.0
LC25393,California,U,Bachelors,2777628.0,88220.0,230.0,1/0/00,Personal Auto,Luxury Car,151.0
UX38930,Arizona,Female,Masters,1036434.0,58327.0,129.0,1/0/00,Personal Auto,SUV,347.0
HD95496,Oregon,U,Masters,785190.0,25950.0,66.0,1/0/00,Personal Auto,Two-Door Car,271.0
RX24650,Oregon,U,High School or Below,477294.0,20993.0,133.0,1/0/00,Corporate Auto,SUV,638.0
DW19309,Oregon,U,High School or Below,1422650.0,65726.0,177.0,1/0/00,Corporate Auto,SUV,849.0
MT41386,Washington,Male,High School or Below,287543.0,84768.0,72.0,1/0/00,Personal Auto,Two-Door Car,110.0
WZ40465,Washington,Female,Bachelors,504129.0,36234.0,63.0,1/0/00,Personal Auto,Four-Door Car,113.0
DB42794,California,U,High School or Below,436293.0,58842.0,110.0,1/0/00,Personal Auto,Four-Door Car,528.0
JB50798,Oregon,Female,Masters,962452.0,25629.0,124.0,1/2/00,Corporate Auto,Sports Car,595.0
IP69763,Washington,Female,High School or Below,2191440.0,77311.0,181.0,1/0/00,Personal Auto,SUV,113.0
TE35785,California,U,Doctorate,694842.0,0.0,196.0,1/2/00,Personal Auto,Luxury SUV,1337.0
HX74855,Washington,Male,High School or Below,247152.0,95697.0,61.0,1/0/00,Personal Auto,Two-Door Car,114.0
QN65180,Oregon,Female,Bachelors,2190391.0,22254.0,79.0,1/0/00,Personal Auto,Four-Door Car,125.0
GE47180,Nevada,U,High School or Below,902882.0,65974.0,113.0,1/0/00,Personal Auto,Sports Car,235.0
VQ38776,Oregon,Female,High School or Below,530375.0,0.0,76.0,1/0/00,Personal Auto,Four-Door Car,395.0
BH86846,Washington,Male,High School or Below,2070825.0,92079.0,65.0,1/1/00,Corporate Auto,Four-Door Car,114.0
IN17648,Nevada,U,High School or Below,512376.0,0.0,74.0,1/0/00,Personal Auto,Two-Door Car,772.0
DF95759,Oregon,U,High School or Below,949234.0,0.0,132.0,1/0/00,Personal Auto,SUV,633.0
QG45324,Oregon,Female,High School or Below,820486.0,0.0,73.0,1/0/00,Personal Auto,Four-Door Car,350.0
MN61620,Arizona,Female,High School or Below,987729.0,67752.0,131.0,1/4/00,Personal Auto,Sports Car,168.0
YH86390,California,Female,Bachelors,481500.0,25398.0,64.0,1/0/00,Corporate Auto,Four-Door Car,307.0
FY13480,California,U,High School or Below,627701.0,0.0,88.0,1/0/00,Personal Auto,Four-Door Car,633.0
YH61661,California,Male,High School or Below,826063.0,33321.0,105.0,1/0/00,Special Auto,SUV,504.0
NL93182,Nevada,Male,Bachelors,254945.0,0.0,78.0,1/0/00,Corporate Auto,Four-Door Car,845.0
LN31673,Washington,U,High School or Below,1131808.0,38923.0,99.0,1/2/00,Personal Auto,Four-Door Car,115.0
WE68644,Oregon,Female,Bachelors,380392.0,20325.0,100.0,1/0/00,Personal Auto,Sports Car,668.0
EZ30498,Oregon,Male,Bachelors,863540.0,13129.0,117.0,1/0/00,Personal Auto,SUV,700.0
QY74517,Oregon,Female,High School or Below,551055.0,0.0,73.0,1/0/00,Personal Auto,Four-Door Car,525.0
NM88660,Nevada,Male,Masters,358588.0,49080.0,91.0,1/0/00,Corporate Auto,Four-Door Car,25.0
MZ82036,Nevada,Male,High School or Below,488925.0,42536.0,63.0,1/0/00,Personal Auto,Four-Door Car,375.0
ID20929,Oregon,Male,Bachelors,275694.0,29926.0,74.0,1/0/00,Corporate Auto,Four-Door Car,418.0
EY50028,Nevada,Male,Doctorate,328954.0,0.0,86.0,1/0/00,Corporate Auto,Two-Door Car,398.0
TT82373,California,Female,Bachelors,1093717.0,21450.0,138.0,1/0/00,Personal Auto,Sports Car,938.0
OH64088,California,Male,High School or Below,737556.0,33345.0,65.0,1/0/00,Corporate Auto,Four-Door Car,338.0
SK97780,California,Female,Bachelors,1011077.0,15752.0,90.0,1/0/00,Corporate Auto,Two-Door Car,339.0
IO33050,Oregon,Female,High School or Below,511941.0,40169.0,65.0,1/1/00,Personal Auto,Four-Door Car,302.0
XA55917,California,Female,High School or Below,853383.0,26049.0,113.0,1/1/00,Personal Auto,SUV,619.0
JK32620,Nevada,Male,High School or Below,222476.0,0.0,68.0,1/0/00,Personal Auto,Four-Door Car,326.0
RQ19236,Arizona,Male,Doctorate,804280.0,55411.0,100.0,1/0/00,Personal Auto,Sports Car,259.0
QC47433,Oregon,Male,High School or Below,255443.0,12459.0,70.0,1/0/00,Personal Auto,Four-Door Car,336.0
RA93608,Oregon,Male,Bachelors,1807394.0,64620.0,76.0,1/1/00,Personal Auto,Two-Door Car,364.0
XH97711,California,Male,Bachelors,243050.0,83140.0,61.0,1/0/00,Corporate Auto,Four-Door Car,179.0
AU96286,Oregon,Female,Bachelors,316765.0,0.0,92.0,1/0/00,Corporate Auto,Four-Door Car,662.0
KC17170,Arizona,Female,Bachelors,546560.0,54422.0,68.0,1/0/00,Corporate Auto,Four-Door Car,75.0
ZN47335,California,Male,High School or Below,1035751.0,68309.0,131.0,1/0/00,Corporate Auto,SUV,306.0
EI46264,California,Male,High School or Below,253781.0,56621.0,65.0,1/2/00,Personal Auto,Four-Door Car,84.0
EK87864,Arizona,Female,High School or Below,282194.0,38977.0,70.0,1/0/00,Special Auto,Four-Door Car,139.0
GV45403,Arizona,Male,Bachelors,775712.0,0.0,111.0,1/0/00,Corporate Auto,Two-Door Car,607.0
QK31192,Arizona,Male,High School or Below,407913.0,0.0,114.0,1/0/00,Corporate Auto,Two-Door Car,631.0
LU89008,Arizona,Female,High School or Below,595554.0,0.0,83.0,1/0/00,Personal Auto,Four-Door Car,628.0
NS10490,Oregon,Female,Bachelors,1415861.0,83235.0,70.0,1/0/00,Personal Auto,Two-Door Car,336.0
KL98495,Nevada,Male,High School or Below,848723.0,0.0,74.0,1/0/00,Personal Auto,Two-Door Car,426.0
IU96845,Arizona,Male,High School or Below,628547.0,32390.0,80.0,1/0/00,Personal Auto,Four-Door Car,91.0
QL93655,Oregon,Female,High School or Below,1147348.0,66538.0,95.0,1/0/00,Personal Auto,Two-Door Car,317.0
PF40592,Washington,Female,High School or Below,494263.0,23285.0,65.0,1/0/00,Personal Auto,Two-Door Car,118.0
LZ34046,Oregon,Male,Bachelors,2359468.0,76358.0,66.0,1/0/00,Personal Auto,Four-Door Car,86.0
JC80093,Washington,Male,Masters,257250.0,21104.0,66.0,1/0/00,Personal Auto,Four-Door Car,118.0
YE88490,Arizona,Female,High School or Below,538089.0,55350.0,67.0,1/0/00,Personal Auto,Four-Door Car,321.0
YC80498,California,Female,High School or Below,477055.0,12964.0,65.0,1/0/00,Personal Auto,Two-Door Car,362.0
AI85843,Arizona,Female,Masters,675665.0,33288.0,86.0,1/2/00,Personal Auto,Four-Door Car,221.0
XD66024,Arizona,Female,High School or Below,593601.0,0.0,84.0,1/0/00,Personal Auto,Four-Door Car,980.0
FY51713,Arizona,Female,Bachelors,357076.0,56168.0,88.0,1/0/00,Personal Auto,Four-Door Car,614.0
PH26378,California,Male,High School or Below,601996.0,0.0,92.0,1/0/00,Personal Auto,Four-Door Car,662.0
WQ18638,Oregon,Male,High School or Below,542686.0,23105.0,69.0,1/0/00,Personal Auto,Two-Door Car,331.0
KY14688,Oregon,Female,Masters,273031.0,36218.0,68.0,1/0/00,Personal Auto,Four-Door Car,145.0
TC97762,California,Female,High School or Below,498268.0,52275.0,62.0,1/0/00,Corporate Auto,Four-Door Car,374.0
QC87108,Oregon,Female,High School or Below,876926.0,49665.0,74.0,1/0/00,Personal Auto,Four-Door Car,355.0
CX12134,Nevada,Male,High School or Below,422061.0,32471.0,110.0,1/0/00,Personal Auto,Two-Door Car,528.0
SM73248,Arizona,Male,High School or Below,1153750.0,0.0,86.0,1/1/00,Corporate Auto,Two-Door Car,619.0
CK19789,California,Female,Masters,588718.0,62773.0,73.0,1/0/00,Personal Auto,Four-Door Car,80.0
UV12583,California,Female,High School or Below,470058.0,76694.0,117.0,1/0/00,Personal Auto,SUV,561.0
